"headword","pos","pos_number","CEFR","pos_0","pos_1","pos_2","pos_3","pos_4","pos_5","pos_6","pos_7","pos_8","pos_9","pos_10","pos_11","pos_12","pos_13","pos_14","pos_other","tag","proficiency","answer","last_check","last_check_string"
"signal","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"signature","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"significance","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"significant","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"significantly","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"signify","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"signpost","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"silence","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"silent","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"silently","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"silk","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"silly","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"silver","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"silver","noun",0,"A2","O",,,,,,,,,,,,,,,,,,,,
"silverware","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"similar","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"similarity","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"similarly","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"simple","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"simplification","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"simplify","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"simply","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"simultaneous","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"simultaneously","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"since","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"since","conjunction",5,"B1",,,,,,"O",,,,,,,,,,,,,,,
"since","preposition",3,"A2",,,,"O",,,,,,,,,,,,,,,,,
"sincere","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"sincerity","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"sing","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"singer","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"singing","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"single","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"single","noun",0,"B1","O",,,,,,,,,,,,,,,,,,,,
"singular","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"singular","noun",0,"A2","O",,,,,,,,,,,,,,,,,,,,
"sink","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"sink","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"sir","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"sister","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"sister-in-law","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"sit","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"site","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"sitting room","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"situation","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"six","number",7,"A1",,,,,,,,"O",,,,,,,,,,-2,"6",,
"sixteen","number",7,"A1",,,,,,,,"O",,,,,,,,,,-2,"16",,
"sixty","number",7,"A1",,,,,,,,"O",,,,,,,,,,-2,"60",,
"size","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"skate","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"skate","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"skateboard","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"skateboarder","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"skateboarding","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"skating","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"skeleton","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"sketch","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"ski","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"ski","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"skiing","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"skilful","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"skilfully","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"skill","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"skilled","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"skillful","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"skillfully","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"skim","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"skin","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"skip","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"skirt","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"sky","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"skylark","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"skyscraper","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"skyward","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"skywards","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"slam","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"slang","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"slap","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"slap","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"slash","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"slaughter","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"slave","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"slavery","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"sleep","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"sleep","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"sleepless","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"sleepy","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"sleeve","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"slice","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"slice","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"slide","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"slide","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"slight","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"slight","noun",0,"B1","O",,,,,,,,,,,,,,,,,,,,
"slightly","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"slim","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"slip","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"slip","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"sliver","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"slogan","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"slope","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"sloppy","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"slot","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"slow","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"slow","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,,,,
"slow","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"slowly","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"small","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"smart","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"smash","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"smell","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"smell","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"smile","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"smile","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"smith","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"smoke","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"smoke","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"smoker","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"smokestack","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"smoking","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"smooth","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"smoothly","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"snack","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"snake","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"snap","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"sneak","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"sneer","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"sneeze","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"sneeze","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"sniff","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"snore","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"snore","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"snow","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"snow","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"snowball","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"snowboard","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"snowboarding","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"snowstorm","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"snowy","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"so","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"so","conjunction",5,"A1",,,,,,"O",,,,,,,,,,,,,,,
"soak","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"soak","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"soaked","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"soaking","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"soap","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"soap opera","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"soar","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"sob","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"so-called","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"soccer","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"sociable","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"social","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"social networking","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"socialise","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"socialize","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"socially","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"society","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"sock","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"soda","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"sofa","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"soft","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"soft drink","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"softly","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"softness","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"software","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"soil","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"soil","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"solar","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"soldier","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"solid","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"solidity","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"soliloquy","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"solo","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"solo","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,,,,
"solo","noun",0,"B2","O",,,,,,,,,,,,,,,,,,,,
"solution","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"solve","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"solvent","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"some","determiner",8,"A1",,,,,,,,,"O",,,,,,,,,-2,,,
"some","pronoun",6,"A1",,,,,,,"O",,,,,,,,,,,,,,
"somebody","pronoun",6,"A2",,,,,,,"O",,,,,,,,,,,-2,,,
"someday","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"somehow","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"someone","pronoun",6,"A1",,,,,,,"O",,,,,,,,,,,-2,"誰か",,
"someplace","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"something","pronoun",6,"A1",,,,,,,"O",,,,,,,,,,,-2,"何か",,
"sometime","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"sometimes","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"somewhat","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"somewhere","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"son","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"song","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"son-in-law","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"sonnet","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"soon","adverb",4,"A1",,,,,"O",,,,,,,,,,,,,-2,,,
"soothe","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"sophisticated","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"sophomore","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"sore","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"sorrow","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"sorry","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"sort","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"sort","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"soul","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"sound","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"sound","noun",0,"A2","O",,,,,,,,,,,,,,,,,,,,
"sound","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"soundtrack","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"soup","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"sour","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"source","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"south","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"south","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,,,,
"south","noun",0,"A2","O",,,,,,,,,,,,,,,,,,,,
"southeast","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"southeast","noun",0,"B1","O",,,,,,,,,,,,,,,,,,,,
"southern","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"southward","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"southwards","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"southwest","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"southwest","noun",0,"B1","O",,,,,,,,,,,,,,,,,,,,
"souvenir","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"Soviet","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"soybean","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"spa","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"space","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"spaceship","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"spaghetti","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"span","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"spare","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"spare","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"sparerib","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"spark","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"sparkle","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"sparkling","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"sparrow","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"speak","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"speaker","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"special","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"specialise","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"specialist","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"specialize","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"specially","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"specialty","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"species","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"specific","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"specifically","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"specify","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"spectacle","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"spectacular","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"spectator","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"speech","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"speed","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"speed","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"speeder","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"spell","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"spell","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"spellbound","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"spelling","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"spend","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"sphere","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"spice","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"spicy","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"spider","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"spill","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"spin","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"spinach","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"spiral","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"spirit","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"spiritual","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"spite","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"splash","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"splash","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"splatter","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"split","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"split","noun",0,"B1","O",,,,,,,,,,,,,,,,,,,,
"split","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"spoil","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"spokesman","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"spokeswoman","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"sponge","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"sponsor","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"sponsor","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"spoon","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"sport","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"sports","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"sports center","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"sports centre","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"sportsmanship","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"spot","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"spot","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"spray","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"spray","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"spread","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"spread","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"spreadsheet","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"spring","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"sprint","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"spur","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"spy","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"squad","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"square","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"square","noun",0,"A2","O",,,,,,,,,,,,,,,,,,,,
"squash","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"squash","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"squeeze","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"stab","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"stability","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"stable","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"stack","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"stadium","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"staff","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"stage","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"stagger","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"stain","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"stain","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"stair","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"stake","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"stall","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"stammer","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"stamp","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"stamp","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"stand","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"stand","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"standard","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"standard","noun",0,"B1","O",,,,,,,,,,,,,,,,,,,,
"standby","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"standstill","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"stanza","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"star","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"star","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"stare","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"start","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"start","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"startle","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"starvation","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"starve","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"starving","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"state","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"state","noun",0,"A2","O",,,,,,,,,,,,,,,,,,,,
"state","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"statement","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"statesman","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"statewide","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"station","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"statistics","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"statue","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"status","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"stay","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"stay","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"steadily","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"steady","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"steak","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"steal","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"steam","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"steel","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"steely","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"steep","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"steer","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"steering wheel","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"stem","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"step","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"step","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"stepfather","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
